,Unnamed: 0,Investigation.Type,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Year,Month.Abbr,Day.Name.Abbr,City,State,Total.Passengers,Fatality_Rate
1917,1917.0,Accident,2008-06-07,"Kykotsmovi, AZ",United States,Non-Fatal,Substantial,Airplane,Piper,PA-38-112,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,Fuel exhaustion due to the pilot's inadequate preflight planning and failure to ensure that adequate fuel was onboard to complete the flight.,2008.0,Jun,Sat,Kykotsmovi, AZ,1.0,0.0
1918,1918.0,Accident,2008-06-10,"Fayetteville, GA",United States,Non-Fatal,Substantial,Airplane,Piper,J3C-65,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,The pilot's failure to maintain control of the airplane during climbout. Contributing to the accident was the pilot's relinquish of control to a non-certificated pilot.,2008.0,Jun,Tue,Fayetteville, GA,2.0,0.0
1919,1919.0,Accident,2008-06-15,"Taylor, TX",United States,Non-Fatal,Substantial,Airplane,Piper,PA-38-112,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The student pilot's improper flare during landing.  Contributing to the accident was the gusty winds.,2008.0,Jun,Sun,Taylor, TX,1.0,0.0
1920,1920.0,Accident,2008-06-17,"Wadena, MN",United States,Non-Fatal,Substantial,Airplane,Piper,PA-22-150,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,The pilot's failure to maintain control of the tail wheel airplane during the landing roll.  A factor associated with the accident was the pilot's lack of recent experience in tail wheel airplanes.  ,,,,,,2.0,0.0
1921,,2008,Jun,Tue,Wadena, MN,,,,,,,,,,,,,,,,,,,,,
1922,1921.0,Accident,2008-06-18,"Vernal, UT",United States,Non-Fatal,Substantial,Airplane,Piper,PA-24-250,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,,"The pilot's failure to verify the airplane's fuel quantity during his preflight, resulting in fuel exhaustion.  Contributing to the accident was the presence of a vehicle on the road where the pilot executed his forced landing.",2008.0,Jun,Wed,Vernal, UT,2.0,0.0
1923,1922.0,Accident,2008-06-21,"Willow, AK",United States,Non-Fatal,Substantial,Airplane,Piper,PA-18,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,"A partial loss of engine power during an aborted landing for an undetermined reason, which resulted in a collision with terrain and subsequent nose over.",2008.0,Jun,Sat,Willow, AK,2.0,0.0
1924,1923.0,Accident,2008-06-21,"Rockland, ME",United States,Fatal,Substantial,Airplane,Piper,PA-28-140,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,,The non-instrument rated pilot becoming spatially disorientated after inadvertently entering instrument flight conditions.,2008.0,Jun,Sat,Rockland, ME,1.0,100.0
1925,1924.0,Accident,2008-06-22,"Watseka, IL",United States,Non-Fatal,Substantial,Airplane,Piper,PA-28R-200,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,,The loss of engine power for undetermined reasons.,2008.0,Jun,Sun,Watseka, IL,2.0,0.0
1926,1925.0,Accident,2008-06-22,"Skwentna, AK",United States,Non-Fatal,Substantial,Airplane,Piper,PA-18,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,,"The pilot's failure to maintain directional control during the takeoff roll and liftoff, which resulted in a collision with trees and the ground.",2008.0,Jun,Sun,Skwentna, AK,2.0,0.0
1927,1926.0,Accident,2008-06-23,"Ganesvoort, NY",United States,Non-Fatal,Substantial,Airplane,Piper,J3C-65,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,,A loss of engine power for undetermined reasons.,2008.0,Jun,Mon,Ganesvoort, NY,2.0,0.0
1928,1927.0,Accident,2008-06-24,"Iliamna, AK",United States,Non-Fatal,Substantial,Airplane,Piper,PA-18-150,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,"A loss of engine power for an undetermined reason during an approach for landing, which resulted in a forced landing and collision with terrain.",2008.0,Jun,Tue,Iliamna, AK,2.0,0.0
1929,1928.0,Accident,2008-06-28,"Mount Charleston, NV",United States,Fatal,Destroyed,Airplane,Piper,PA-32-300,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,VMC,,The pilot's failure to maintain clearance from mountainous terrain and his selection of a cruise altitude that provided inadequate terrain clearance. Contributing to the accident were the high density altitude and the rapidly rising terrain.,2008.0,Jun,Sat,Mount Charleston, NV,4.0,100.0
1930,1929.0,Accident,2008-06-30,"Wasilla, AK",United States,Fatal,Substantial,Airplane,Piper,PA-18,1.0,Reciprocating,Personal,1.0,1.0,0.0,0.0,VMC,,The pilot's failure to maintain directional control while landing in a gusty crosswind.,2008.0,Jun,Mon,Wasilla, AK,2.0,50.0
1931,1930.0,Accident,2008-06-30,"Wasilla, AK",United States,Non-Fatal,Substantial,Airplane,Piper,PA-12,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The pilot's selection of an unsuitable landing area.,2008.0,Jun,Mon,Wasilla, AK,1.0,0.0
1932,1931.0,Accident,2008-07-05,"Lake In The Hil, IL",United States,Non-Fatal,Substantial,Airplane,Piper,J3C-65,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The directional control not maintained/obtained by the pilot during landing.,2008.0,Jul,Sat,Lake In The Hil, IL,1.0,0.0
1933,1932.0,Accident,2008-07-06,"East Carbon, UT",United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-140,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,,The pilot's inadequate in-flight planning and decision to continue flight into a canyon area with questionable aircraft performance.  Contributing to the accident was the lack of suitable terrain for the precautionary landing and a high density altitude condition.,2008.0,Jul,Sun,East Carbon, UT,2.0,0.0
1934,1933.0,Accident,2008-07-07,"Canyon City, OR",United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-161,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain directional control.  Contributing to the accident was the gusting tailwind.,2008.0,Jul,Mon,Canyon City, OR,1.0,0.0
1935,1934.0,Accident,2008-07-17,"Rockport, TX",United States,Non-Fatal,Substantial,Airplane,Piper,PA-30,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,,The pilot's failure to complete all cockpit checklist items prior to takeoff. Contributing to the accident was the pilot's failure to properly configure the landing gear switch.,2008.0,Jul,Thu,Rockport, TX,3.0,0.0
1936,1935.0,Accident,2008-07-19,"Kemp, TX",United States,Fatal,Destroyed,Airplane,Piper,PA-22,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,,"The pilot's failure to maintain adequate airspeed while maneuvering, which led to an aerodynamic stall and subsequent loss of control.",2008.0,Jul,Sat,Kemp, TX,3.0,100.0
1937,1936.0,Accident,2008-07-19,"Sparta, WI",United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-161,1.0,Reciprocating,Personal,0.0,0.0,1.0,3.0,VMC,,The pilot's inadequate preflight planning and the pilot's delay in aborting the takeoff.  Contributing to the accident was the airplane's overgross weight condition.,2008.0,Jul,Sat,Sparta, WI,4.0,0.0
1938,1937.0,Accident,2008-07-19,"Ogden, UT",United States,Non-Fatal,Substantial,Airplane,Piper,PA-22-150,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,The pilot's failure to maintain directional control of the airplane during landing.,2008.0,Jul,Sat,Ogden, UT,2.0,0.0
1939,1938.0,Accident,2008-07-23,"Lowell, MI",United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-235,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,,The inadequate preflight planning/preparation and the short field takeoff procedure not followed by the pilot. An additional cause was the delayed aborted takeoff by the pilot. A contributing factor was the trees.,2008.0,Jul,Wed,Lowell, MI,2.0,0.0
1940,1939.0,Accident,2008-07-26,"Rio Grande, NJ",United States,Non-Fatal,Substantial,Airplane,Piper,PA-12,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,,A total loss of engine power due to fuel exhaustion as a result of the pilot's inadequate fuel management.,2008.0,Jul,Sat,Rio Grande, NJ,1.0,0.0
1941,1940.0,Accident,2008-07-30,"OSHKOSH, WI",United States,Non-Fatal,Substantial,Airplane,Piper,PA-22,1.0,Reciprocating,Personal,0.0,3.0,0.0,0.0,VMC,,"The pilot's failure to maintain adequate airspeed while taking off in gusting winds, which resulted in an aerodynamic stall and subsequent loss of control.",2008.0,Jul,Wed,OSHKOSH, WI,3.0,0.0
1942,1941.0,Accident,2008-07-31,"St. Paul, OR",United States,Non-Fatal,Substantial,Airplane,Piper,PA-22,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's misjudged altitude, speed, and subsequent failure to attain the proper touchdown point while landing.",2008.0,Jul,Thu,St. Paul, OR,1.0,0.0
1943,1942.0,Accident,2008-08-02,"West Kingston, RI",United States,Non-Fatal,Substantial,Airplane,Piper,PA-28R-200,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,,The pilot's misjudgment of speed and altitude while maneuvering to land during an emergency descent. Contributing to the accident was the partial loss of engine power.,2008.0,Aug,Sat,West Kingston, RI,4.0,0.0
1944,1943.0,Accident,2008-08-02,"Mc Kinnon, TN",United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-140,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,,The pilot's inadequate fuel consumption calculations which led to fuel exhaustion and subsequent loss of engine power.,2008.0,Aug,Sat,Mc Kinnon, TN,1.0,0.0
1945,1944.0,Accident,2008-08-03,"Wall, SD",United States,Non-Fatal,Substantial,Airplane,Piper,PA-18-150,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,,The pilot not maintaining airplane control during the landing.  Contributing to the accident was the reported wind shear.,2008.0,Aug,Sun,Wall, SD,2.0,0.0
1946,1945.0,Accident,2008-08-03,"Grass Valley, CA",United States,Non-Fatal,Substantial,Airplane,Piper,PA-20,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain directional control due to his foot slipping off one rudder pedal while braking.,2008.0,Aug,Sun,Grass Valley, CA,1.0,0.0
1947,1946.0,Accident,2008-08-05,"Brownsboro, AL",United States,Fatal,Substantial,Airplane,Piper,PA-12,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,,The pilotÂs failure to ensure the fuel valve was on prior taxi and takeoff. Contributing to the accident was the pilotÂs failure to maintain airspeed following loss of engine power due to fuel starvation.,2008.0,Aug,Tue,Brownsboro, AL,2.0,100.0
1948,1947.0,Accident,2008-08-07,"Tyonek, AK",United States,Non-Fatal,Substantial,Airplane,Piper,PA-18,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's excessive speed and excessive application of brakes during the landing roll on soft, sandy terrain.",2008.0,Aug,Thu,Tyonek, AK,1.0,0.0
1949,1948.0,Accident,2008-08-08,"Monticello, UT",United States,Fatal,Substantial,Airplane,Piper,PA-28-181,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,,The pilot's failure to maintain clearance from terrain while maneuvering.  Contributing to the accident was the low altitude.,2008.0,Aug,Fri,Monticello, UT,3.0,100.0
1950,1949.0,Accident,2008-08-09,"Dresden, TN",United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-235,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,The pilot's failure to maintain the proper altitude/clearance while on final approach.,2008.0,Aug,Sat,Dresden, TN,2.0,0.0
1951,1950.0,Accident,2008-08-13,"Pine Bluff, AR",United States,Non-Fatal,Destroyed,Airplane,Piper,PA-24-250,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,Landing gear collapse for reasons undetermined.,2008.0,Aug,Wed,Pine Bluff, AR,1.0,0.0
1952,1951.0,Accident,2008-08-13,"East Tawas, MI",United States,Non-Fatal,Substantial,Airplane,Piper,PA-34-200T,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to lower the landing gear prior to touchdown.,2008.0,Aug,Wed,East Tawas, MI,1.0,0.0
1953,1952.0,Accident,2008-08-14,"Palmer, AK",United States,Non-Fatal,Substantial,Airplane,Piper,PA-18-150,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain clearance from a tarp used as a marker at the departure end of the takeoff area.,2008.0,Aug,Thu,Palmer, AK,1.0,0.0
1954,1953.0,Accident,2008-08-15,"Cleveland, GA",United States,Non-Fatal,Substantial,Airplane,Piper,PA-22-160,1.0,Reciprocating,Personal,0.0,1.0,0.0,2.0,VMC,,"The pilot's improper decision to land with a tailwind, and his failure to maintain aircraft control during the landing. Contributing to the accident was the tailwind.
",2008.0,Aug,Fri,Cleveland, GA,3.0,0.0
1955,1954.0,Accident,2008-08-19,"Jeannette, PA",United States,Non-Fatal,Substantial,Airplane,Piper,PA-22-160,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,Failure of the brakes to function due to inadequate inspection of the brake cable by maintenance personnel.,2008.0,Aug,Tue,Jeannette, PA,2.0,0.0
1956,1955.0,Accident,2008-08-20,"Springerville, AZ",United States,Fatal,Substantial,Airplane,Piper,PA-28-180,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,,The pilot's failure to attain and maintain an adequate airspeed during takeoff in high density altitude conditions that resulted in an aerodynamic stall.,2008.0,Aug,Wed,Springerville, AZ,2.0,100.0
1957,1956.0,Accident,2008-08-24,"Yuma, CO",United States,Fatal,Substantial,Airplane,Piper,PA-24-250,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,IMC,,The pilot's failure to maintain control of the airplane after an encounter with instrument meteorological conditions.,2008.0,Aug,Sun,Yuma, CO,3.0,100.0
1958,1957.0,Accident,2008-08-24,"New Ulm, MN",United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-161,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,The failure of airport personnel to correct a hazardous condition on the airport.  A factor was the uncovered manhole.,2008.0,Aug,Sun,New Ulm, MN,2.0,0.0
1959,1958.0,Accident,2008-08-31,"Dillon, MT",United States,Non-Fatal,Substantial,Airplane,Piper,PA-22-150,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,The pilot-certificated passenger's failure to maintain directional control during landing and the pilot's delayed remedial action and inadequate supervision.,2008.0,Aug,Sun,Dillon, MT,2.0,0.0
1960,1959.0,Accident,2008-08-31,"Fairbanks, AK",United States,Non-Fatal,Substantial,Airplane,Piper,PA-22,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,"The pilot's selection of an unsuitable landing site, resulting in a main landing gear collapse during the landing roll.",2008.0,Aug,Sun,Fairbanks, AK,2.0,0.0
1961,1960.0,Accident,2008-09-01,"Cumberland, RI",United States,Non-Fatal,Substantial,Airplane,Piper,PA-32-260,,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's improper fuel management practices, which resulted in fuel starvation and a complete power loss. Contributing to the accident was the pilot's misdiagnosis of the situation, and his cessation of trouble-shooting to positively identify and correct the underlying problem.",2008.0,Sep,Mon,Cumberland, RI,1.0,0.0
1962,1961.0,Accident,2008-09-01,"Star City, AR",United States,Non-Fatal,Substantial,Airplane,Piper,PA-22,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,,The pilot failed to maintain directional control during landing.  Contributing to the accident were the crosswinds and the rough terrain near the runway.,2008.0,Sep,Mon,Star City, AR,4.0,0.0
1963,1962.0,Accident,2008-09-02,"Palmer, AK",United States,Non-Fatal,Substantial,Airplane,Piper,PA-18-150,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The pilot's selection of unsuitable terrain for landing.,2008.0,Sep,Tue,Palmer, AK,1.0,0.0
1964,1963.0,Accident,2008-09-14,"Slana, AK",United States,Non-Fatal,Substantial,Airplane,Piper,PA-12,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's excessive application of the brakes during the landing roll, resulting in a nose over and substantial damage.",2008.0,Sep,Sun,Slana, AK,1.0,0.0
1965,1964.0,Accident,2008-09-14,"Napavine, WA",United States,Non-Fatal,Substantial,Airplane,Piper,PA-18-150,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,,"The pilot's decision to make a low-altitude pass, and his failure to maintain clearance from all structures while maneuvering.",2008.0,Sep,Sun,Napavine, WA,1.0,0.0
1966,1965.0,Accident,2008-09-18,"Lakeville, MN",United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-161,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The pilot's lack of clearance from the approach lights and the distraction of those bright approach lights during his night approach.,2008.0,Sep,Thu,Lakeville, MN,1.0,0.0
1967,1966.0,Accident,2008-09-18,"Fairbanks, AK",United States,Non-Fatal,Substantial,Airplane,Piper,PA-18,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's selection of an unsuitable takeoff area. A Factor contributing to the accident was a short, rough and uneven takeoff site.",2008.0,Sep,Thu,Fairbanks, AK,1.0,0.0
1968,1967.0,Accident,2008-09-18,"Jefferson, GA",United States,Non-Fatal,Substantial,Airplane,Piper,PA-30,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,The pilot's failure to follow the airplane manufacturer's landing gear failure and emergency extension procedures. Contributing to the accident was a malfunction of the landing gear system for undetermined reasons.,2008.0,Sep,Thu,Jefferson, GA,2.0,0.0
1969,1968.0,Accident,2008-09-18,"Augusta, KS",United States,Non-Fatal,Substantial,Airplane,Piper,PA-32R-300,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"A loose oil line that resulted in a total loss of engine oil, causing the engine to cease.",2008.0,Sep,Thu,Augusta, KS,1.0,0.0
1970,1969.0,Accident,2008-09-27,"Gann Valley, SD",United States,Non-Fatal,Substantial,Airplane,Piper,PA28,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,,The pilot's inability to gain sufficient altitude during takeoff as a result of inadequate preflight planning.,2008.0,Sep,Sat,Gann Valley, SD,3.0,0.0
1971,1970.0,Accident,2008-10-03,"Lynden, WA",United States,Non-Fatal,Substantial,Airplane,Piper,J3C-65,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,"The separation of the tailwheel spring retaining clip for unknown reasons, which resulted in the loss of directional control during the landing roll.",2008.0,Oct,Fri,Lynden, WA,2.0,0.0
1972,1971.0,Accident,2008-10-11,"Lufkin, TX",United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-181,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The student pilot's improper decision to takeoff with a known brake problem.  Contributing to the accident were the malfunctioning brake and the rough terrain in the excursion area.,2008.0,Oct,Sat,Lufkin, TX,1.0,0.0
1973,1972.0,Accident,2008-10-19,"Albertville, AL",United States,Non-Fatal,Substantial,Airplane,Piper,PA-20,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The pilotÂs failure to maintain control of the airplane during the landing roll.,2008.0,Oct,Sun,Albertville, AL,1.0,0.0
1974,1973.0,Accident,2008-10-24,"Selmer, TN",United States,Fatal,Substantial,Airplane,Piper,PA-30,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,,The pilot's failure to avoid terrain during night instrument meteorological conditions.,2008.0,Oct,Fri,Selmer, TN,1.0,100.0
1975,1974.0,Accident,2008-10-24,"Tallahasee, FL",United States,Non-Fatal,Substantial,Airplane,Piper,PA-34-200T,2.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,IMC,,The pilot's failure to maintain aircraft control after touchdown. Contributing to the accident were the gusting winds.,2008.0,Oct,Fri,Tallahasee, FL,4.0,0.0
1976,1975.0,Accident,2008-11-01,"Plymouth, NC",United States,Non-Fatal,Substantial,Airplane,Piper,PA-32-260,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,,The Piper Dakota (PA-28-236) pilot's failure to see and avoid the Piper Cherokee (PA-32-260).,2008.0,Nov,Sat,Plymouth, NC,2.0,0.0
1977,1976.0,Accident,2008-11-01,"Lamar, CO",United States,Non-Fatal,Substantial,Airplane,Piper,PA-22-150,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The student pilot's failure to maintain directional control during landing.,2008.0,Nov,Sat,Lamar, CO,1.0,0.0
1978,1977.0,Accident,2008-11-13,"Sedona, AZ",United States,Fatal,Destroyed,Airplane,Piper,PA-32-260,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,,The partial loss of engine power while maneuvering for undetermined reasons.,2008.0,Nov,Thu,Sedona, AZ,3.0,100.0
1979,1978.0,Accident,2008-11-13,"Tuscaloosa, AL",United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-140,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,,"The pilot's mismanagement of the fuel supply, which resulted in fuel exhaustion. Contributing to the accident was improper preflight planning.",2008.0,Nov,Thu,Tuscaloosa, AL,4.0,0.0
1980,1979.0,Accident,2008-11-16,"Foraker, OK",United States,Non-Fatal,Substantial,Airplane,Piper,PA-18,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain directional control during the precautionary landing.  Contributing to the accident were the wind gusts.,2008.0,Nov,Sun,Foraker, OK,1.0,0.0
1981,1980.0,Accident,2008-11-16,"Stafford, KS",United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-140,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,,A loss of engine power for undetermined reasons.,2008.0,Nov,Sun,Stafford, KS,2.0,0.0
1982,1981.0,Accident,2008-11-17,"Smithfield, RI",United States,Fatal,Substantial,Airplane,Piper,PA-38-112,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,,"The pilot's improper descent below the published minimum descent altitude during the approach, which resulted in controlled flight into terrain.",2008.0,Nov,Mon,Smithfield, RI,2.0,100.0
1983,1982.0,Accident,2008-11-26,"Monterey, CA",United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-180,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,,The pilot's inadequate fuel system management and inflight planning that led to a loss of engine power due to fuel exhaustion.  Contributing to the accident was the pilot's failure to use the landing checklist.,2008.0,Nov,Wed,Monterey, CA,2.0,0.0
1984,1983.0,Accident,2008-12-01,"Middletown, DE",United States,Non-Fatal,Substantial,Airplane,Piper,PA-32R-300,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,,The pilot's failure to maintain aircraft control while landing in gusty conditions.,2008.0,Dec,Mon,Middletown, DE,3.0,0.0
1985,1984.0,Accident,2008-12-06,"Linden, NJ",United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-161,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The unknown pilot's failure to maintain adequate clearance from the taxiway sign.,2008.0,Dec,Sat,Linden, NJ,1.0,0.0
1986,1985.0,Accident,2008-12-12,"New Bern, NC",United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-235,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,A loss of engine power for undetermined reasons.,2008.0,Dec,Fri,New Bern, NC,1.0,0.0
1987,1986.0,Accident,2008-12-17,"Ely, MN",United States,Non-Fatal,Substantial,Airplane,Piper,PA28,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,The pilot's failure to maintain directional control during landing. Contributing to the accident were the reduced left main landing gear wheel rotation for undetermined reasons and the snow-covered runway.,2008.0,Dec,Wed,Ely, MN,2.0,0.0
1988,1987.0,Accident,2008-12-20,"Willow, AK",United States,Non-Fatal,Substantial,Airplane,Piper,PA-18-150,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,"A partial loss of engine power during takeoff, which prevented the airplane from reaching takeoff airspeed, resulting in an aborted takeoff, and an on-ground collision with a tree.",2008.0,Dec,Sat,Willow, AK,2.0,0.0
1989,1988.0,Accident,2008-12-29,"Valparaiso, IN",United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-180,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,"The pilot's improper flare during landing, resulting in a bounced landing.",2008.0,Dec,Mon,Valparaiso, IN,2.0,0.0
1990,1989.0,Accident,2009-01-03,"Powder Springs, TN",United States,Fatal,Substantial,Airplane,Piper,PA-28-151,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,,"The non-instrument rated pilot's decision to continue under visual flight rules into an area of instrument meteorological conditions, which resulted in an in-flight collision with terrain.",2009.0,Jan,Sat,Powder Springs, TN,2.0,100.0
1991,1990.0,Accident,2009-01-10,"Elrosa, MN",United States,Non-Fatal,Substantial,Airplane,Piper,PA-18-150,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,The pilot's inability to maintain control after touchdown on a snow-covered runway.,2009.0,Jan,Sat,Elrosa, MN,2.0,0.0
1992,1991.0,Accident,2009-01-13,"Manteo, NC",United States,Non-Fatal,Substantial,Airplane,Piper,PA-32R-300,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,IMC,,The pilot's failure to follow the missed approach procedure while landing with a low ceiling.,2009.0,Jan,Tue,Manteo, NC,2.0,0.0
1993,1992.0,Accident,2009-01-30,"Huntington, WV",United States,Fatal,Destroyed,Airplane,Piper,PA-34-200T,2.0,Reciprocating,Personal,6.0,0.0,0.0,0.0,IMC,,"(1) The pilotÂs failure to perform adequate preflight planning and to use available in flight resources in a timely manner and (2) his decision to continue visual-flight-rules flight in instrument meteorological conditions despite his lack of an instrument rating and proficiency in instrument flying, which resulted in spatial disorientation and impact with terrain.",2009.0,Jan,Fri,Huntington, WV,6.0,100.0
1994,1993.0,Accident,2009-02-03,"Mineral Wells, TX",United States,Non-Fatal,Substantial,Airplane,Piper,PA-24-250,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The failure of the airframe and power plant mechanic to ensure proper lubrication of wire cables in the landing gear system during the annual inspection which precluded safe operation of the landing gear system.,2009.0,Feb,Tue,Mineral Wells, TX,1.0,0.0
1995,1994.0,Accident,2009-02-08,"Lakeville, NY",United States,Non-Fatal,Substantial,Airplane,Piper,PA-30,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain aircraft control following a loss of engine power on the left engine for undetermined reasons.,2009.0,Feb,Sun,Lakeville, NY,1.0,0.0
1996,1995.0,Accident,2009-02-11,"Pittstown, NJ",United States,Non-Fatal,Substantial,Airplane,Piper,PA28,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,,A loss of engine power due to the improper tightening of a fuel hose B-nut by maintenance personnel during engine installation.,2009.0,Feb,Wed,Pittstown, NJ,2.0,0.0
1997,1996.0,Accident,2009-02-21,"Ogden, UT",United States,Non-Fatal,Substantial,Airplane,Piper,PA-22-160,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The loss of directional control during the landing roll due to the separation of the tailwheel spring retaining clip for unknown reasons.,2009.0,Feb,Sat,Ogden, UT,1.0,0.0
1998,1997.0,Accident,2009-02-23,"Buckeye, AZ",United States,Non-Fatal,Substantial,Airplane,Cub Crafters,PA-18-150,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain directional control.,2009.0,Feb,Mon,Buckeye, AZ,1.0,0.0
